system2rank,segmentId,system1Id,system2Number,system1Number,trglang,system1rank,srcIndex,judgeID,srclang,system2Id,documentId
1,011_1,ref,-1,-1,-1,1,011_1,w19_ende_u1,-1,mt,-1
1,011_1,ref,-1,-1,-1,1,011_1,w19_ende_t1,-1,mt,-1
1,011_1,ref,-1,-1,-1,2,011_1,w19_ende_u2,-1,mt,-1
1,011_1,ref,-1,-1,-1,2,011_1,w19_ende_t2,-1,mt,-1
1,011_1,ref,-1,-1,-1,1,011_1,w19_ende_u3,-1,mt,-1
1,011_2,ref,-1,-1,-1,1,011_2,w19_ende_u1,-1,mt,-1
2,011_2,ref,-1,-1,-1,1,011_2,w19_ende_t1,-1,mt,-1
2,011_2,ref,-1,-1,-1,1,011_2,w19_ende_u2,-1,mt,-1
2,011_2,ref,-1,-1,-1,1,011_2,w19_ende_t2,-1,mt,-1
2,011_2,ref,-1,-1,-1,1,011_2,w19_ende_u3,-1,mt,-1
2,011_3,ref,-1,-1,-1,1,011_3,w19_ende_u1,-1,mt,-1
1,011_3,ref,-1,-1,-1,1,011_3,w19_ende_t1,-1,mt,-1
1,011_3,ref,-1,-1,-1,2,011_3,w19_ende_u2,-1,mt,-1
2,011_3,ref,-1,-1,-1,1,011_3,w19_ende_t2,-1,mt,-1
1,011_3,ref,-1,-1,-1,1,011_3,w19_ende_u3,-1,mt,-1
2,011_4,ref,-1,-1,-1,1,011_4,w19_ende_u1,-1,mt,-1
2,011_4,ref,-1,-1,-1,1,011_4,w19_ende_t1,-1,mt,-1
2,011_4,ref,-1,-1,-1,1,011_4,w19_ende_u2,-1,mt,-1
2,011_4,ref,-1,-1,-1,1,011_4,w19_ende_t2,-1,mt,-1
1,011_4,ref,-1,-1,-1,1,011_4,w19_ende_u3,-1,mt,-1
1,011_5,ref,-1,-1,-1,1,011_5,w19_ende_u1,-1,mt,-1
1,011_5,ref,-1,-1,-1,2,011_5,w19_ende_t1,-1,mt,-1
1,011_5,ref,-1,-1,-1,2,011_5,w19_ende_u2,-1,mt,-1
1,011_5,ref,-1,-1,-1,1,011_5,w19_ende_t2,-1,mt,-1
1,011_5,ref,-1,-1,-1,2,011_5,w19_ende_u3,-1,mt,-1
1,011_6,ref,-1,-1,-1,2,011_6,w19_ende_u1,-1,mt,-1
1,011_6,ref,-1,-1,-1,1,011_6,w19_ende_t1,-1,mt,-1
1,011_6,ref,-1,-1,-1,2,011_6,w19_ende_u2,-1,mt,-1
1,011_6,ref,-1,-1,-1,2,011_6,w19_ende_t2,-1,mt,-1
2,011_6,ref,-1,-1,-1,1,011_6,w19_ende_u3,-1,mt,-1
1,011_7,ref,-1,-1,-1,2,011_7,w19_ende_u1,-1,mt,-1
1,011_7,ref,-1,-1,-1,2,011_7,w19_ende_t1,-1,mt,-1
1,011_7,ref,-1,-1,-1,2,011_7,w19_ende_u2,-1,mt,-1
1,011_7,ref,-1,-1,-1,2,011_7,w19_ende_t2,-1,mt,-1
1,011_7,ref,-1,-1,-1,2,011_7,w19_ende_u3,-1,mt,-1
1,011_8,ref,-1,-1,-1,2,011_8,w19_ende_u1,-1,mt,-1
1,011_8,ref,-1,-1,-1,1,011_8,w19_ende_t1,-1,mt,-1
1,011_8,ref,-1,-1,-1,2,011_8,w19_ende_u2,-1,mt,-1
1,011_8,ref,-1,-1,-1,1,011_8,w19_ende_t2,-1,mt,-1
1,011_8,ref,-1,-1,-1,2,011_8,w19_ende_u3,-1,mt,-1
1,011_9,ref,-1,-1,-1,2,011_9,w19_ende_u1,-1,mt,-1
1,011_9,ref,-1,-1,-1,2,011_9,w19_ende_t1,-1,mt,-1
1,011_9,ref,-1,-1,-1,2,011_9,w19_ende_u2,-1,mt,-1
1,011_9,ref,-1,-1,-1,2,011_9,w19_ende_t2,-1,mt,-1
