system2rank,segmentId,system1Id,system2Number,system1Number,trglang,system1rank,srcIndex,judgeID,srclang,system2Id,documentId
1,007_1,ref,-1,-1,-1,2,007_1,w19_deen_t1,-1,ht,-1
2,007_1,ref,-1,-1,-1,2,007_1,w19_deen_t1,-1,mt,-1
2,007_1,ht,-1,-1,-1,1,007_1,w19_deen_t1,-1,mt,-1
2,007_1,ref,-1,-1,-1,1,007_1,w19_deen_t2,-1,ht,-1
2,007_1,ref,-1,-1,-1,1,007_1,w19_deen_t2,-1,mt,-1
2,007_1,ht,-1,-1,-1,2,007_1,w19_deen_t2,-1,mt,-1
1,007_1,ref,-1,-1,-1,1,007_1,w19_deen_u1,-1,ht,-1
1,007_1,ref,-1,-1,-1,1,007_1,w19_deen_u1,-1,mt,-1
1,007_1,ht,-1,-1,-1,1,007_1,w19_deen_u1,-1,mt,-1
2,007_2,ref,-1,-1,-1,3,007_2,w19_deen_t1,-1,ht,-1
1,007_2,ref,-1,-1,-1,3,007_2,w19_deen_t1,-1,mt,-1
1,007_2,ht,-1,-1,-1,2,007_2,w19_deen_t1,-1,mt,-1
1,007_2,ref,-1,-1,-1,3,007_2,w19_deen_t2,-1,ht,-1
2,007_2,ref,-1,-1,-1,3,007_2,w19_deen_t2,-1,mt,-1
2,007_2,ht,-1,-1,-1,1,007_2,w19_deen_t2,-1,mt,-1
2,007_2,ref,-1,-1,-1,3,007_2,w19_deen_u1,-1,ht,-1
1,007_2,ref,-1,-1,-1,3,007_2,w19_deen_u1,-1,mt,-1
1,007_2,ht,-1,-1,-1,2,007_2,w19_deen_u1,-1,mt,-1
3,007_3,ref,-1,-1,-1,2,007_3,w19_deen_t1,-1,ht,-1
1,007_3,ref,-1,-1,-1,2,007_3,w19_deen_t1,-1,mt,-1
1,007_3,ht,-1,-1,-1,3,007_3,w19_deen_t1,-1,mt,-1
1,007_3,ref,-1,-1,-1,3,007_3,w19_deen_t2,-1,ht,-1
2,007_3,ref,-1,-1,-1,3,007_3,w19_deen_t2,-1,mt,-1
2,007_3,ht,-1,-1,-1,1,007_3,w19_deen_t2,-1,mt,-1
2,007_3,ref,-1,-1,-1,2,007_3,w19_deen_u1,-1,ht,-1
1,007_3,ref,-1,-1,-1,2,007_3,w19_deen_u1,-1,mt,-1
1,007_3,ht,-1,-1,-1,2,007_3,w19_deen_u1,-1,mt,-1
1,007_4,ref,-1,-1,-1,2,007_4,w19_deen_t1,-1,ht,-1
2,007_4,ref,-1,-1,-1,2,007_4,w19_deen_t1,-1,mt,-1
2,007_4,ht,-1,-1,-1,1,007_4,w19_deen_t1,-1,mt,-1
1,007_4,ref,-1,-1,-1,3,007_4,w19_deen_t2,-1,ht,-1
2,007_4,ref,-1,-1,-1,3,007_4,w19_deen_t2,-1,mt,-1
2,007_4,ht,-1,-1,-1,1,007_4,w19_deen_t2,-1,mt,-1
1,007_4,ref,-1,-1,-1,2,007_4,w19_deen_u1,-1,ht,-1
2,007_4,ref,-1,-1,-1,2,007_4,w19_deen_u1,-1,mt,-1
2,007_4,ht,-1,-1,-1,1,007_4,w19_deen_u1,-1,mt,-1
2,007_5,ref,-1,-1,-1,3,007_5,w19_deen_t1,-1,ht,-1
1,007_5,ref,-1,-1,-1,3,007_5,w19_deen_t1,-1,mt,-1
1,007_5,ht,-1,-1,-1,2,007_5,w19_deen_t1,-1,mt,-1
2,007_5,ref,-1,-1,-1,3,007_5,w19_deen_t2,-1,ht,-1
1,007_5,ref,-1,-1,-1,3,007_5,w19_deen_t2,-1,mt,-1
1,007_5,ht,-1,-1,-1,2,007_5,w19_deen_t2,-1,mt,-1
2,007_5,ref,-1,-1,-1,3,007_5,w19_deen_u1,-1,ht,-1
1,007_5,ref,-1,-1,-1,3,007_5,w19_deen_u1,-1,mt,-1
1,007_5,ht,-1,-1,-1,2,007_5,w19_deen_u1,-1,mt,-1
1,007_6,ref,-1,-1,-1,1,007_6,w19_deen_t1,-1,ht,-1
1,007_6,ref,-1,-1,-1,1,007_6,w19_deen_t1,-1,mt,-1
1,007_6,ht,-1,-1,-1,1,007_6,w19_deen_t1,-1,mt,-1
1,007_6,ref,-1,-1,-1,1,007_6,w19_deen_t2,-1,ht,-1
1,007_6,ref,-1,-1,-1,1,007_6,w19_deen_t2,-1,mt,-1
1,007_6,ht,-1,-1,-1,1,007_6,w19_deen_t2,-1,mt,-1
1,007_6,ref,-1,-1,-1,1,007_6,w19_deen_u1,-1,ht,-1
1,007_6,ref,-1,-1,-1,1,007_6,w19_deen_u1,-1,mt,-1
1,007_6,ht,-1,-1,-1,1,007_6,w19_deen_u1,-1,mt,-1
2,007_7,ref,-1,-1,-1,2,007_7,w19_deen_t1,-1,ht,-1
1,007_7,ref,-1,-1,-1,2,007_7,w19_deen_t1,-1,mt,-1
1,007_7,ht,-1,-1,-1,2,007_7,w19_deen_t1,-1,mt,-1
3,007_7,ref,-1,-1,-1,1,007_7,w19_deen_t2,-1,ht,-1
2,007_7,ref,-1,-1,-1,1,007_7,w19_deen_t2,-1,mt,-1
2,007_7,ht,-1,-1,-1,3,007_7,w19_deen_t2,-1,mt,-1
2,007_7,ref,-1,-1,-1,2,007_7,w19_deen_u1,-1,ht,-1
1,007_7,ref,-1,-1,-1,2,007_7,w19_deen_u1,-1,mt,-1
1,007_7,ht,-1,-1,-1,2,007_7,w19_deen_u1,-1,mt,-1
1,007_8,ref,-1,-1,-1,2,007_8,w19_deen_t1,-1,ht,-1
2,007_8,ref,-1,-1,-1,2,007_8,w19_deen_t1,-1,mt,-1
2,007_8,ht,-1,-1,-1,1,007_8,w19_deen_t1,-1,mt,-1
1,007_8,ref,-1,-1,-1,2,007_8,w19_deen_t2,-1,ht,-1
