system2rank,segmentId,system1Id,system2Number,system1Number,trglang,system1rank,srcIndex,judgeID,srclang,system2Id,documentId
1,003_1,ref,-1,-1,-1,2,003_1,w19_deen_t1,-1,ht,-1
2,003_1,ref,-1,-1,-1,2,003_1,w19_deen_t1,-1,mt,-1
2,003_1,ht,-1,-1,-1,1,003_1,w19_deen_t1,-1,mt,-1
2,003_1,ref,-1,-1,-1,1,003_1,w19_deen_t2,-1,ht,-1
3,003_1,ref,-1,-1,-1,1,003_1,w19_deen_t2,-1,mt,-1
3,003_1,ht,-1,-1,-1,2,003_1,w19_deen_t2,-1,mt,-1
2,003_1,ref,-1,-1,-1,1,003_1,w19_deen_u1,-1,ht,-1
3,003_1,ref,-1,-1,-1,1,003_1,w19_deen_u1,-1,mt,-1
3,003_1,ht,-1,-1,-1,2,003_1,w19_deen_u1,-1,mt,-1
1,003_2,ref,-1,-1,-1,2,003_2,w19_deen_t1,-1,ht,-1
2,003_2,ref,-1,-1,-1,2,003_2,w19_deen_t1,-1,mt,-1
2,003_2,ht,-1,-1,-1,1,003_2,w19_deen_t1,-1,mt,-1
1,003_2,ref,-1,-1,-1,2,003_2,w19_deen_t2,-1,ht,-1
2,003_2,ref,-1,-1,-1,2,003_2,w19_deen_t2,-1,mt,-1
2,003_2,ht,-1,-1,-1,1,003_2,w19_deen_t2,-1,mt,-1
3,003_2,ref,-1,-1,-1,2,003_2,w19_deen_u1,-1,ht,-1
1,003_2,ref,-1,-1,-1,2,003_2,w19_deen_u1,-1,mt,-1
1,003_2,ht,-1,-1,-1,3,003_2,w19_deen_u1,-1,mt,-1
1,003_3,ref,-1,-1,-1,2,003_3,w19_deen_t1,-1,ht,-1
3,003_3,ref,-1,-1,-1,2,003_3,w19_deen_t1,-1,mt,-1
3,003_3,ht,-1,-1,-1,1,003_3,w19_deen_t1,-1,mt,-1
2,003_3,ref,-1,-1,-1,1,003_3,w19_deen_t2,-1,ht,-1
3,003_3,ref,-1,-1,-1,1,003_3,w19_deen_t2,-1,mt,-1
3,003_3,ht,-1,-1,-1,2,003_3,w19_deen_t2,-1,mt,-1
1,003_3,ref,-1,-1,-1,1,003_3,w19_deen_u1,-1,ht,-1
2,003_3,ref,-1,-1,-1,1,003_3,w19_deen_u1,-1,mt,-1
2,003_3,ht,-1,-1,-1,1,003_3,w19_deen_u1,-1,mt,-1
1,003_4,ref,-1,-1,-1,2,003_4,w19_deen_t1,-1,ht,-1
1,003_4,ref,-1,-1,-1,2,003_4,w19_deen_t1,-1,mt,-1
1,003_4,ht,-1,-1,-1,1,003_4,w19_deen_t1,-1,mt,-1
2,003_4,ref,-1,-1,-1,2,003_4,w19_deen_t2,-1,ht,-1
1,003_4,ref,-1,-1,-1,2,003_4,w19_deen_t2,-1,mt,-1
1,003_4,ht,-1,-1,-1,2,003_4,w19_deen_t2,-1,mt,-1
1,003_4,ref,-1,-1,-1,1,003_4,w19_deen_u1,-1,ht,-1
2,003_4,ref,-1,-1,-1,1,003_4,w19_deen_u1,-1,mt,-1
2,003_4,ht,-1,-1,-1,1,003_4,w19_deen_u1,-1,mt,-1
2,003_5,ref,-1,-1,-1,1,003_5,w19_deen_t1,-1,ht,-1
3,003_5,ref,-1,-1,-1,1,003_5,w19_deen_t1,-1,mt,-1
3,003_5,ht,-1,-1,-1,2,003_5,w19_deen_t1,-1,mt,-1
1,003_5,ref,-1,-1,-1,3,003_5,w19_deen_t2,-1,ht,-1
2,003_5,ref,-1,-1,-1,3,003_5,w19_deen_t2,-1,mt,-1
2,003_5,ht,-1,-1,-1,1,003_5,w19_deen_t2,-1,mt,-1
2,003_5,ref,-1,-1,-1,3,003_5,w19_deen_u1,-1,ht,-1
1,003_5,ref,-1,-1,-1,3,003_5,w19_deen_u1,-1,mt,-1
1,003_5,ht,-1,-1,-1,2,003_5,w19_deen_u1,-1,mt,-1
1,003_6,ref,-1,-1,-1,3,003_6,w19_deen_t1,-1,ht,-1
2,003_6,ref,-1,-1,-1,3,003_6,w19_deen_t1,-1,mt,-1
2,003_6,ht,-1,-1,-1,1,003_6,w19_deen_t1,-1,mt,-1
1,003_6,ref,-1,-1,-1,2,003_6,w19_deen_t2,-1,ht,-1
3,003_6,ref,-1,-1,-1,2,003_6,w19_deen_t2,-1,mt,-1
3,003_6,ht,-1,-1,-1,1,003_6,w19_deen_t2,-1,mt,-1
2,003_6,ref,-1,-1,-1,2,003_6,w19_deen_u1,-1,ht,-1
1,003_6,ref,-1,-1,-1,2,003_6,w19_deen_u1,-1,mt,-1
1,003_6,ht,-1,-1,-1,2,003_6,w19_deen_u1,-1,mt,-1
1,003_7,ref,-1,-1,-1,2,003_7,w19_deen_t1,-1,ht,-1
2,003_7,ref,-1,-1,-1,2,003_7,w19_deen_t1,-1,mt,-1
2,003_7,ht,-1,-1,-1,1,003_7,w19_deen_t1,-1,mt,-1
1,003_7,ref,-1,-1,-1,3,003_7,w19_deen_t2,-1,ht,-1
2,003_7,ref,-1,-1,-1,3,003_7,w19_deen_t2,-1,mt,-1
2,003_7,ht,-1,-1,-1,1,003_7,w19_deen_t2,-1,mt,-1
