system2rank,segmentId,system1Id,system2Number,system1Number,trglang,system1rank,srcIndex,judgeID,srclang,system2Id,documentId
3,006_1,ref,-1,-1,-1,2,006_1,w19_deen_t1,-1,ht,-1
1,006_1,ref,-1,-1,-1,2,006_1,w19_deen_t1,-1,mt,-1
1,006_1,ht,-1,-1,-1,3,006_1,w19_deen_t1,-1,mt,-1
2,006_1,ref,-1,-1,-1,1,006_1,w19_deen_t2,-1,ht,-1
3,006_1,ref,-1,-1,-1,1,006_1,w19_deen_t2,-1,mt,-1
3,006_1,ht,-1,-1,-1,2,006_1,w19_deen_t2,-1,mt,-1
1,006_1,ref,-1,-1,-1,1,006_1,w19_deen_u1,-1,ht,-1
1,006_1,ref,-1,-1,-1,1,006_1,w19_deen_u1,-1,mt,-1
1,006_1,ht,-1,-1,-1,1,006_1,w19_deen_u1,-1,mt,-1
1,006_2,ref,-1,-1,-1,2,006_2,w19_deen_t1,-1,ht,-1
1,006_2,ref,-1,-1,-1,2,006_2,w19_deen_t1,-1,mt,-1
1,006_2,ht,-1,-1,-1,1,006_2,w19_deen_t1,-1,mt,-1
1,006_2,ref,-1,-1,-1,3,006_2,w19_deen_t2,-1,ht,-1
2,006_2,ref,-1,-1,-1,3,006_2,w19_deen_t2,-1,mt,-1
2,006_2,ht,-1,-1,-1,1,006_2,w19_deen_t2,-1,mt,-1
3,006_2,ref,-1,-1,-1,1,006_2,w19_deen_u1,-1,ht,-1
2,006_2,ref,-1,-1,-1,1,006_2,w19_deen_u1,-1,mt,-1
2,006_2,ht,-1,-1,-1,3,006_2,w19_deen_u1,-1,mt,-1
2,006_3,ref,-1,-1,-1,1,006_3,w19_deen_t1,-1,ht,-1
2,006_3,ref,-1,-1,-1,1,006_3,w19_deen_t1,-1,mt,-1
2,006_3,ht,-1,-1,-1,2,006_3,w19_deen_t1,-1,mt,-1
2,006_3,ref,-1,-1,-1,1,006_3,w19_deen_t2,-1,ht,-1
3,006_3,ref,-1,-1,-1,1,006_3,w19_deen_t2,-1,mt,-1
3,006_3,ht,-1,-1,-1,2,006_3,w19_deen_t2,-1,mt,-1
1,006_3,ref,-1,-1,-1,2,006_3,w19_deen_u1,-1,ht,-1
3,006_3,ref,-1,-1,-1,2,006_3,w19_deen_u1,-1,mt,-1
3,006_3,ht,-1,-1,-1,1,006_3,w19_deen_u1,-1,mt,-1
3,006_4,ref,-1,-1,-1,2,006_4,w19_deen_t1,-1,ht,-1
1,006_4,ref,-1,-1,-1,2,006_4,w19_deen_t1,-1,mt,-1
1,006_4,ht,-1,-1,-1,3,006_4,w19_deen_t1,-1,mt,-1
3,006_4,ref,-1,-1,-1,2,006_4,w19_deen_t2,-1,ht,-1
1,006_4,ref,-1,-1,-1,2,006_4,w19_deen_t2,-1,mt,-1
1,006_4,ht,-1,-1,-1,3,006_4,w19_deen_t2,-1,mt,-1
3,006_4,ref,-1,-1,-1,2,006_4,w19_deen_u1,-1,ht,-1
1,006_4,ref,-1,-1,-1,2,006_4,w19_deen_u1,-1,mt,-1
1,006_4,ht,-1,-1,-1,3,006_4,w19_deen_u1,-1,mt,-1
1,006_5,ref,-1,-1,-1,2,006_5,w19_deen_t1,-1,ht,-1
2,006_5,ref,-1,-1,-1,2,006_5,w19_deen_t1,-1,mt,-1
2,006_5,ht,-1,-1,-1,1,006_5,w19_deen_t1,-1,mt,-1
2,006_5,ref,-1,-1,-1,1,006_5,w19_deen_t2,-1,ht,-1
2,006_5,ref,-1,-1,-1,1,006_5,w19_deen_t2,-1,mt,-1
2,006_5,ht,-1,-1,-1,2,006_5,w19_deen_t2,-1,mt,-1
